Order No,Part No,Part Description,Supplier Name,Promised Delivery Date,Actual Delivery Date,Delay (Days),Is Overdue
15234458,8089905,High Pressure Hose Test Line,Supplier_39454D,2025-04-23,2025-05-06,13,True
15234458,8089906,High Pressure Hose Safety Valve,Supplier_39454D,2025-04-23,2025-05-06,13,True
15234458,8089975,"Hose 1/4 Inch x 270mm, N2 Between N2 Cylinder",Supplier_39454D,2025-04-23,2025-05-06,13,True
15234458,8089976,"Hose 1/4 Inch x 500mm, N2 Between Rows",Supplier_39454D,2025-04-23,2025-05-06,13,True
15234458,8090532,"Hose 3/4 Inch x 22L, 900mm, SS316, Reduction Valve",Supplier_39454D,2025-04-23,2025-05-06,13,True
15234458,8090533,"Hose 3/8 Inch x 10L, 455mm, SS316, N2 Cylinder to Manifold",Supplier_39454D,2025-04-23,2025-05-06,13,True
15234458,8090534,"Hose 3/8 Inch x 10L, 455mm, SS316, N2 Manifold to H2O Cylinder",Supplier_39454D,2025-04-23,2025-05-06,13,True
15234458,8090535,"Hose 5/8 Inch x 18L, 550mm, SS316, H20 Cylinder to Manifold",Supplier_39454D,2025-04-23,2025-05-06,13,True
15234458,8090536,"Hose 1/4 Inch x 450mm, Pilot Line",Supplier_39454D,2025-04-23,2025-05-06,13,True
15234458,8090536,"Hose 1/4 Inch x 450mm, Pilot Line",Supplier_39454D,2025-04-23,2025-05-06,13,True
15234458,8090536,"Hose 1/4 Inch x 450mm, Pilot Line",Supplier_39454D,2025-04-23,2025-05-06,13,True
15232479,8131876,Hose Dn6-400 0.280m PA Strght,Supplier_A9A219,2025-04-15,2025-04-04,-11,False
15232479,8131878,PDS3 80MS Pilot,Supplier_A9A219,2025-04-15,2025-04-04,-11,False
15232479,8131880,Service Kit IV7 box,Supplier_A9A219,2025-04-15,2025-04-04,-11,False
15232479,8131881,Service kit IV7,Supplier_A9A219,2025-04-15,2025-04-04,-11,False
15231684,8096586,"ABTECH Junction Box, GRP BPG 08, Grey RAL7001, Size: 160x160x90mm, EBPG08GREY",Supplier_CE0336,2025-03-18,2025-03-17,-1,False
15231684,8096586,"ABTECH Junction Box, GRP BPG 08, Grey RAL7001, Size: 160x160x90mm, EBPG08GREY",Supplier_CE0336,2025-03-18,2025-03-17,-1,False
15231684,8096586,"ABTECH Junction Box, GRP BPG 08, Grey RAL7001, Size: 160x160x90mm, EBPG08GREY",Supplier_CE0336,2025-03-18,2025-03-17,-1,False
15231684,8096586,"ABTECH Junction Box, GRP BPG 08, Grey RAL7001, Size: 160x160x90mm, EBPG08GREY",Supplier_CE0336,2025-03-18,2025-03-17,-1,False
15233954,8132774,Ci Junct box NFPA single,Supplier_A9A219,2025-04-16,2025-04-10,-6,False
15234614,8101585,"Repair Kit to suit Ball Valve BHSP1925PFS-LK-MAR-606188, Comprising of both soft and hard parts",Supplier_4BF2CF,2025-05-19,2025-05-13,-6,False
15234614,8101587,Repair Kit to suit Ball Valve BHSP1925U0S-ACT-611280,Supplier_4BF2CF,2025-05-19,2025-05-13,-6,False
15234614,8101588,"Repair Kit to suit Ball Valve BHSS3850U2S-PM-LK-SEMCO - 603967, Comprising of both soft and hard parts",Supplier_4BF2CF,2025-05-19,2025-05-13,-6,False
15234614,8101589,"Repair Kit to suit Ball Valve BHRS3240U0S-LK-MAR– 634563, Comprising of both soft and hard parts",Supplier_4BF2CF,2025-05-19,2025-05-13,-6,False
15234614,8132953,Spares Kit to Suit BHRU2532PFS - MAR / 666708C Comprising of Hard and Soft parts,Supplier_4BF2CF,2025-05-19,2025-05-13,-6,False
15233905,8077901,"CISCO Power Supply, Hazloc",Supplier_AA79E5,2025-04-16,2025-05-13,27,True
15232967,8047325,Gland Polyamid M32 Ø11-21 IP68 G,Supplier_16ABF0,2025-03-19,2025-03-19,0,False
15232568,8087563,"SEPURA SC21 / SC20 & STP 1880mAh, High Capacity Battery Pack",Supplier_BD1D3D,2025-03-24,2025-03-19,-5,False
15234458,8090537,"Hose 1/4 Inch x 400mm, Pilot Line",Supplier_39454D,2025-04-23,2025-05-09,16,True
15230988,8030695,Zener Barrier MTL7760ac,Supplier_66D5B3,2025-02-19,2025-02-27,8,True
15230988,8030696,Zener Barrier MTL7710+,Supplier_66D5B3,2025-02-19,2025-02-27,8,True
15231699,72141700,PPE Rental according to Invoice: 37984,Supplier_0F7D42,2025-04-09,2025-04-09,0,False
15235800,8020612,Inspection of SS316 Manifold,Supplier_F6F54C,2025-05-30,2025-05-28,-2,False
15233889,8032503,Vulcanized Tape 25mm x 10m,Supplier_16ABF0,2025-04-09,2025-04-09,0,False
15233889,8001002,"Tube Cable Lug CU 6,00 KR 6 - 8",Supplier_16ABF0,2025-04-09,2025-04-09,0,False
15233889,8001246,"Tube Cable Lug CU 16,00 KRF16 - 8",Supplier_16ABF0,2025-04-09,2025-04-09,0,False
15233889,8024946,"Patch Cable Cat. 6 STP 2M lSZH White, type 106045",Supplier_16ABF0,2025-04-09,2025-04-09,0,False
15233889,8047249,"Cable Tie 4,8x370 Black UV, P100",Supplier_16ABF0,2025-04-09,2025-04-09,0,False
15233889,8101227,Boot RJ45 Light Grey diam.7mm,Supplier_16ABF0,2025-04-09,2025-04-09,0,False
15233889,8112763,10GPlus 23 AWG U/FTP 4 Pair LSF/OH IEC 332.1 Sheathed white Cable - Euro Class Eca,Supplier_16ABF0,2025-04-09,2025-04-09,0,False
15233889,8112764,"Modular Plug Pass-Thru Cat 6 STP Mx.OD 1,2 Snagless",Supplier_16ABF0,2025-04-09,2025-04-09,0,False
15233889,8112774,"CU-TUBE TERMINAL 6MM² M10, KR",Supplier_16ABF0,2025-04-09,2025-04-09,0,False
15233889,8131155,"Hook up wire H07Z-K 95°C 1G6,0 GRØN/GUL R100 Type no: H07Z-K 1X6,0 MM2 COPPER G/G R100",Supplier_16ABF0,2025-04-09,2025-04-09,0,False
15233889,8131156,Hook up wire H07Z-K 95°C 1G16 GRØN/GUL R100 Type no: H07Z-K 1X16 MM2 COPPER G/G R100,Supplier_16ABF0,2025-04-09,2025-04-09,0,False
15234678,8103994,Sepura Software Activation Licence for TETRA radios. (SALT.10.25.A). Licence to activate a TETRA radio software release. Requires a licence for each version,Supplier_BD1D3D,2025-05-19,2025-05-14,-5,False
15233124,8131672,MULTI 9 C60H-DC M9U21263,Supplier_5680DD,2025-03-24,2025-03-24,0,False
15233380,8092536,"WAGO, Electronic Circuit Breaker, 1 Channel, 24VDC, 2A, DIN Rail Mount, TYPE: 787-2861/200-000",Supplier_7E77DD,2025-04-03,2025-04-03,0,False
15234458,8090537,"Hose 1/4 Inch x 400mm, Pilot Line",Supplier_39454D,2025-04-23,2025-05-09,16,True
15234458,8090537,"Hose 1/4 Inch x 400mm, Pilot Line",Supplier_39454D,2025-04-23,2025-05-09,16,True
15234682,8121445,"MEAN WELL DDR, Vout: 12V dc 480W DC-DC converter",Supplier_5680DD,2025-05-20,2025-05-14,-6,False
15232161,8096586,"ABTECH Junction Box, GRP BPG 08, Grey RAL7001, Size: 160x160x90mm, EBPG08GREY",Supplier_CE0336,2025-03-31,2025-03-21,-10,False
15233925,8003330,Blind Panel 19 Inch -  2U - RAL7035 - 2 Pcs,Supplier_894681,2025-04-10,2025-04-10,0,False
15233925,8005450,"Rittal Blanking Panel DK, 19 Inch 1HE, H 44mm. RAL7035. 2 PCS/PKG",Supplier_894681,2025-04-10,2025-04-10,0,False
15233824,8039836,Socket relay for 2 and 4 CO Industrial rellays,Supplier_7E77DD,2025-04-10,2025-04-10,0,False
15233824,8039841,Retaining clip for relay,Supplier_7E77DD,2025-04-10,2025-04-10,0,False
15233824,8101652,"WAGO, Relay 230VAC , 4 Changeover Contacts, 5A",Supplier_7E77DD,2025-04-10,2025-04-10,0,False
15233927,8052062,Blindcover For Subrack 273820,Supplier_2064BB,2025-04-09,2025-04-10,1,True
15233823,8120913,Dell 24 Monitor - P2425H,Supplier_AA79E5,2025-04-10,2025-04-10,0,False
15233823,8132712,Dell Wireless Headset WL3024,Supplier_AA79E5,2025-04-07,2025-04-10,3,True
15233823,8132713,StarTech.com 2m High Speed HDMI Cable w/ Ethernet Ultra HD 4k x 2k,Supplier_AA79E5,2025-04-07,2025-04-10,3,True
15235300,8107672,CU-GASKET FOR N2,Supplier_C258CF,2025-05-14,2025-05-15,1,True
15231403,8023432,TetraFlex Dongle,Supplier_909AE9,2025-03-21,2025-03-26,5,True
15231403,8100636,SB422 Service Box w PPS module,Supplier_909AE9,2025-03-21,2025-03-26,5,True
15231403,8104511,"Carrier license, TETRA",Supplier_909AE9,2025-03-21,2025-03-26,5,True
15231403,8108049,GA422 GNSS Antenna with Bracket,Supplier_909AE9,2025-03-21,2025-03-26,5,True
15231403,8111030,"BS422-S Multi-Tech Base Station, 1-4 carrier, 70-870 MHz",Supplier_909AE9,2025-03-21,2025-03-26,5,True
15231905,8131706,"Amprobe PM55A Multimeter, 2mA ac, 450V ac",Supplier_5680DD,2025-02-26,2025-02-25,-1,False
15231401,8066273,"SemSound IP RJ45 Din Terminal Breakout Adaptor, Four Port, Straight Through",Supplier_728F06,2025-03-21,2025-02-25,-24,False
15233592,8094270,GRP Carbon BPGC 10. Black Carbon Loaded RAL9005. Size: 360x160x90mm (Finish: Standard) IP Rating: IP66/67.,Supplier_CE0336,2025-04-30,2025-04-23,-7,False
15235185,8024533,Call Store Unit Type CSU-06-CO with IEC 60945 certified/approved label,Supplier_593387,2025-05-16,2025-05-19,3,True
15229526,8010868,Consulting Services - Apr. 2025,Supplier_A74BCA,2025-04-30,2025-04-15,-15,False
15233970,8078278,"2 1/2"" BSP Ball valve AISI 316 Full bore",Supplier_927190,2025-05-09,2025-04-15,-24,False
15233970,8101130,"Pressure Switch 1/4 Inch Connector N, Max 25 Bar In, 0-12 Bar, 250V",Supplier_927190,2025-05-09,2025-04-15,-24,False
15233970,8104008,"Pressure switch 30 - 250 bar, F37X/M3 1/4"" BSP, AISI 316 (DIN 43650) incl. copper gasket",Supplier_927190,2025-05-09,2025-04-15,-24,False
15234021,8057378,Certificat acc. EN 10204/ 3.1,Supplier_76426C,2025-04-15,2025-04-11,-4,False
15233588,8132638,STHAMEX MARINE 3% F-20 #9372 frostresistant up to -20°C (20L),Supplier_342AC1,2025-04-02,2025-04-02,0,False
15231906,8118471,SM-MAS,Supplier_6F8465,2025-03-03,2025-02-27,-4,False
15234564,8132716,Shield washer ISO 7093-1 Stainless-Acid-Resistant A4 HV 200 M10/10.5x30x2.5,Supplier_2E0876,2025-04-25,2025-04-24,-1,False
15234564,8132950,Skærmskive ISO 7093-1 Rustfri-Syrefast A4 HV 200 M12/13x37x3,Supplier_2E0876,2025-04-25,2025-04-24,-1,False
15234564,8132951,Sætskrue DIN 933 Rustfri-Syrefast A4 M8x22 / SKAL BRUGE 20 SÆT + med møtrik og skive,Supplier_2E0876,2025-04-25,2025-04-24,-1,False
15233715,8019266,"Gas Capsule, 90V for LP-NFM-3GHz and LP-NFF-3GHz, Power handling 50W",Supplier_6F8465,2025-04-09,2025-04-07,-2,False
15233715,8022963,Lightning Arrester N female/female,Supplier_6F8465,2025-04-09,2025-04-07,-2,False
15233715,8026892,N-Male Crimp Connector for RG58,Supplier_6F8465,2025-04-09,2025-04-07,-2,False
15233715,8030663,N Female /Female Bulkhead 1 hole,Supplier_6F8465,2025-04-09,2025-04-07,-2,False
15233715,8056811,PROCOM FLG Flange Bracket,Supplier_6F8465,2025-04-09,2025-04-07,-2,False
15233715,8064776,"Antenna Bracket LW 1 Inch, LW-SS-1""",Supplier_6F8465,2025-04-09,2025-04-07,-2,False
15233715,8069389,"Cable RG58, LSFROH",Supplier_6F8465,2025-04-09,2025-04-07,-2,False
15233715,8082934,"PL 259 connector for RG223/RG58, UHF Male Crimp for RG58",Supplier_6F8465,2025-04-09,2025-04-07,-2,False
15233715,8093646,TIMES MICROWAVE N male crimp for LMR400,Supplier_6F8465,2025-04-09,2025-04-07,-2,False
15233715,8093647,"TIMES MICROWAVE LMR-LW400-LSZH, Low loss, 50 Ohm",Supplier_6F8465,2025-04-09,2025-04-07,-2,False
15231781,8093609,"SCHNEIDER Multi 9, C60H-DC, MCB, 2P, 10A, C Curve, 500VDC, 10kA, M9U21210",Supplier_16ABF0,2025-03-14,2025-02-21,-21,False
15231781,8131667,ACTI9 IC60 RCBO 2P 10A 30MA C 10KA A,Supplier_16ABF0,2025-03-12,2025-02-21,-19,False
15233382,8020612,Renewal of Service Certificate,Supplier_1A3481,2025-04-22,2025-04-22,0,False
15232940,8093646,TIMES MICROWAVE N male crimp for LMR400,Supplier_6F8465,2025-03-20,2025-03-20,0,False
15233068,8001413,Rittal  Energy Box for Mounting of 11 pcs. 36mm Modules 19 Inch Mounting,Supplier_894681,2025-03-25,2025-03-26,1,True
15233068,8079094,"RITTAL Component Shelf 2U, Static Installation",Supplier_894681,2025-03-25,2025-03-26,1,True
15233068,8079811,RITTAL Connection Cable LED UL Lamp 3m 220 x 35 x 260,Supplier_894681,2025-03-25,2025-03-26,1,True
15231672,8171457,Abtech Enclosure Earth Stud Kit M6 Brass (BPG/ZP/GRN8),Supplier_CE0336,2025-02-26,2025-02-21,-5,False
15232464,8055582,"ELTEK FLATPACK S Rectifier Module, 24VDC, 1000W",Supplier_2064BB,2025-06-19,2025-03-27,-84,False
15232464,8104024,ELTEK Flatpacks CMES0301.1000 without controller and rectifiers,Supplier_2064BB,2025-03-27,2025-03-27,0,False
15232464,8131238,Y-ONE-EPC-48V-230VAC-1500VA-BULK-IEC,Supplier_2064BB,2025-03-31,2025-03-27,-4,False
15233022,8005450,"Rittal Blanking Panel DK, 19 Inch 1HE, H 44mm. RAL7035. 2 PCS/PKG",Supplier_894681,2025-03-21,2025-03-21,0,False
15233022,8132305,PS4169 PUNCHED RAIL 295MM (1PU = 12EA),Supplier_894681,2025-03-21,2025-03-21,0,False
15232566,8097011,"ELTEK Flatpack S, 1U, 2x1kW, 7xFuses 2x5A, 3x15A, 2x20A (Incl. 2 x 48VDC Rectifiers/ Controller)",Supplier_2064BB,2025-03-20,2025-03-21,1,True
15232514,8020612,Filling of Cylinder 80 Liters 300 Bar,Supplier_29D2F4,2025-03-18,2025-03-18,0,False
15232511,8087563,"SEPURA SC21 / SC20 & STP 1880mAh, High Capacity Battery Pack",Supplier_BD1D3D,2025-03-21,2025-03-17,-4,False
15232569,8098360,Freight Charges for PO: 15232511,Supplier_BD1D3D,2025-03-18,2025-03-17,-1,False
15231472,8131580,"100m, Optical fiber cable, SM, 1 Pair LC-LC FullAXS, CPR Dca & UL",Supplier_96E3C4,2025-02-28,2025-02-20,-8,False
15233890,8023360,Plug Kit For TR7750C,Supplier_CD6B40,2025-04-30,2025-04-25,-5,False
15233890,8132753,TR-7750C Maritime Multimode Transceiver Dual LAN,Supplier_CD6B40,2025-04-30,2025-04-25,-5,False
15233890,8132754,"Operator, Installation and Technical Manual for TR-7750C -02 VHF/FM Radio",Supplier_CD6B40,2025-04-30,2025-04-25,-5,False
15235063,8006070,Pneumatic Valve AR/N2 300 BAR 01-6471-0300,Supplier_927190,2025-05-07,2025-05-09,2,True
15235161,8133137,"CABLE SET 25M 5G1,5 CEE 5P 16A",Supplier_16ABF0,2025-05-09,2025-05-09,0,False
15234031,8112893,"1 Enterprise camera connection, mandatory Genetec™Advantage",Supplier_B7AF17,2025-04-10,2025-04-10,0,False
15234031,8112903,Genetec™ Advantage for 1 Omnicast™ Enterprise Camera – 1 year,Supplier_B7AF17,2025-04-10,2025-04-10,0,False
15234031,8121147,Genetec Security Center (GSC) Base Enterprise,Supplier_B7AF17,2025-04-10,2025-04-10,0,False
15234031,8121150,1 Federated Security Center 4.0 (or higher) Directory,Supplier_B7AF17,2025-04-10,2025-04-10,0,False
15234031,8132758,Security Center Version 5.13.,Supplier_B7AF17,2025-04-10,2025-04-10,0,False
15234235,8001413,Rittal  Energy Box for Mounting of 11 pcs. 36mm Modules 19 Inch Mounting,Supplier_894681,2025-04-22,2025-04-23,1,True
15233377,8132519,TNC female crimp/EZ for LMR400 Times Microwave 3190-3049,Supplier_6F8465,2025-04-18,2025-04-29,11,True
15234617,8132976,"UFE 53P 9 PG 16 KAD 9,5- 7,0MM, UNI FLANGE INSERT TPE-V",Supplier_4B02C8,2025-05-20,2025-05-09,-11,False
15234617,8132977,"PFLITSCH M 20X1,5 POLYCARBONATE/BLK W/O DE U 20",Supplier_4B02C8,2025-05-20,2025-05-09,-11,False
15232464,8052061,Subrack for 4 DC/DC converters,Supplier_2064BB,2025-05-12,2025-05-12,0,False
15232464,8131236,Flatpack 2 DC/DC 18-75V 48/1350,Supplier_2064BB,2025-05-12,2025-05-12,0,False
15232464,8131869,Eltek Mounting Bracket 1U for FP-2,Supplier_2064BB,2025-05-12,2025-05-12,0,False
15234077,8020612,Rope Access L3 Supervisor (Multi-Skilled),Supplier_AA60BC,2025-05-28,2025-05-28,0,False
15234077,8020612,Rope Access team kit,Supplier_AA60BC,2025-05-28,2025-05-28,0,False
15232162,8078125,RJ45 Module Holder 1 x for DIN-Rail Mounting,Supplier_BC3711,2025-03-05,2025-03-04,-1,False
15232942,72141700,Loss Damage Waiver,Supplier_51E6C8,2025-03-26,2025-05-08,43,True
15233887,78111808,Avis Car Rental from April 8th to April 10th,Supplier_1E6B45,2025-04-11,2025-04-10,-1,False
15233887,78111808,Avis Car Rental from April 7th to April 9th for Mathis Degn Tvedegaard,Supplier_1E6B45,2025-04-11,2025-04-10,-1,False
15231737,40141700,Hose Connector 19.05mm st 3/4# PVC,Supplier_39454D,2025-03-04,2025-03-04,0,False
15231737,40141700,"Nipple 3/4-1/2"" messing",Supplier_39454D,2025-03-04,2025-03-04,0,False
15231737,40141700,"Nipple 3/4"" messing",Supplier_39454D,2025-03-04,2025-03-04,0,False
15231737,40141700,"Nipple 1-3/4"" messing",Supplier_39454D,2025-03-04,2025-03-04,0,False
15232947,8132263,Wera Kraftform Kompakt W Imperial 1 Maintenance work 35 parts,Supplier_16ABF0,2025-04-01,2025-04-01,0,False
15235663,8133404,DG MP TN 275 FM Surge arrester 2+3 / II+III,Supplier_2064BB,2025-06-06,2025-05-28,-9,False
15233924,8052919,"Miniature Circuit Breaker iC60N C 1A 2P, type A9F04201",Supplier_16ABF0,2025-04-08,2025-04-09,1,True
15235360,8023257,"WAGO, Terminal 2L, 6mm2, TYPE: 2006-1201",Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235360,8028135,"WAGO, 2L End & Intermediate Plate 1mm Thick Orange (25 Pcs/Pkg) TYPE: 2006-1292",Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235360,8028445,"WAGO, 2L-Conductor Through Terminal 6mm2 Blue, TYPE: 2006-1204",Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235360,8028446,"WAGO, 2L-Conductor Through Terminal 6mm2 PE, TYPE: 2006-1207",Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235360,8028447,"WAGO, 3L-Conductor Through Terminal 6mm2 PE, TYPE: 2006-1307",Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235360,8028448,"WAGO, 3L-Conductor Through Terminal 6mm2 Blue, TYPE: 2006-1304",Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235360,8028449,"WAGO, 3L-Conductor Through Terminal 6mm2, TYPE: 2006-1301",Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235360,8028669,"WAGO, 2L End & Intermediate Plate 0,8mm Thick Orange (25 Pcs/Pkg) TYPE: 2002-2292",Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235360,8028720,"WAGO, 3L End & Intermediate Plate 1mm Thick Orange (25 Pcs/Pkg) TYPE: 2004-1392",Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235360,8028734,"WAGO, 3L End & Intermediate Plate 1mm Thick Orange (25 Pcs/Pkg) TYPE: 2006-1392",Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15234678,8017823,"SRG/SCG Desk Mount 230VAC, Incl Speaker",Supplier_BD1D3D,2025-05-19,2025-05-14,-5,False
15234678,8017833,"Antenna STP800 Series 407-473MHz Aerial, Incl In Price",Supplier_BD1D3D,2025-05-19,2025-05-14,-5,False
15234678,8017840,SEPURA Fist Microphone For SRG3900 Terminal,Supplier_BD1D3D,2025-05-19,2025-05-14,-5,False
15234678,8044117,SEPURA Battery Charger 6+6,Supplier_BD1D3D,2025-05-19,2025-05-14,-5,False
15234678,8087563,"SEPURA SC21 / SC20 & STP 1880mAh, High Capacity Battery Pack",Supplier_BD1D3D,2025-05-19,2025-05-14,-5,False
15234678,8087563,"SEPURA SC21 / SC20 & STP 1880mAh, High Capacity Battery Pack",Supplier_BD1D3D,2025-05-19,2025-05-14,-5,False
15234678,8097771,SEPURA Power Lead IEC-C13 (UK),Supplier_BD1D3D,2025-05-19,2025-05-14,-5,False
15234678,8104526,SC20 Series Lightweight Leather Case with belt clip attachment,Supplier_BD1D3D,2025-05-19,2025-05-14,-5,False
15234678,8117792,"Sepura SCG22 Mobile. 380-470MHz, Clear. Single Console support",Supplier_BD1D3D,2025-05-19,2025-05-14,-5,False
15234678,8132982,"SC2024: 403-470MHz, Clear, GPS enabled, Bluetooth/WiFi capable, Man-Down capable, Class 3 RF capable.",Supplier_BD1D3D,2025-05-19,2025-05-14,-5,False
15231196,8131403,"2""/60.3MM STYLE 489 RIGID STAINLESS STEEL",Supplier_16ABF0,2025-03-13,2025-03-12,-1,False
15232268,8003342,Push Button Lock Plug SZ2468,Supplier_894681,2025-03-10,2025-03-10,0,False
15232268,8110182,"Swing frame, large",Supplier_894681,2025-03-10,2025-03-10,0,False
15232268,8131775,Comfort handle AX,Supplier_894681,2025-03-10,2025-03-10,0,False
15231888,8027703,Procom Antenna GPS 4/5 1575 MHz,Supplier_6F8465,2025-03-11,2025-03-10,-1,False
15231888,8061749,"PROCOM Antenna CXL 2-1/L-N, 146-165MHz",Supplier_6F8465,2025-03-11,2025-03-10,-1,False
15235360,8039836,Socket relay for 2 and 4 CO Industrial rellays,Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235360,8039841,Retaining clip for relay,Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235360,8054200,"WAGO, Double-Deck Terminal Block 2,5mm2 Through/Through, L/L",Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235360,8101652,"WAGO, Relay 230VAC , 4 Changeover Contacts, 5A",Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235360,8111916,Strain relief cap; for female and male plugs; two-part; Pitch size 5 mm; 8-pole; grey,Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235360,8123327,"Interface module; RJ-45; IDC technology; Cat. 6A; in mounting carrier; with shield connection, p/n 289-197",Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235286,8039836,Socket relay for 2 and 4 CO Industrial rellays,Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235286,8039841,Retaining clip for relay,Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15235286,8101652,"WAGO, Relay 230VAC , 4 Changeover Contacts, 5A",Supplier_7E77DD,2025-05-19,2025-05-16,-3,False
15232972,8109030,"Support rail 75 x 20 mm for VX, TS, VX SE",Supplier_894681,2025-03-19,2025-03-19,0,False
15235609,8117904,230V CEE 7/7 to C13 Power Y-Splitter cable - 3 m,Supplier_BE4445,2025-05-26,2025-05-22,-4,False
15235609,8117904,230V CEE 7/7 to C13 Power Y-Splitter cable - 3 m,Supplier_BE4445,2025-05-26,2025-05-22,-4,False
15234077,8020612,Act Safe,Supplier_AA60BC,2025-05-28,2025-05-28,0,False
15234077,8020612,International Mobilization,Supplier_AA60BC,2025-05-28,2025-05-28,0,False
15234077,8020612,Allowance,Supplier_AA60BC,2025-05-28,2025-05-28,0,False
15234077,8020612,Hotel,Supplier_AA60BC,2025-05-28,2025-05-28,0,False
15234077,8020612,Mob / Demob of Equipment,Supplier_AA60BC,2025-05-28,2025-05-28,0,False
15234077,8020612,Project Manager,Supplier_AA60BC,2025-05-28,2025-05-28,0,False
15234077,8020612,Risk Assesment Creation,Supplier_AA60BC,2025-05-28,2025-05-28,0,False
15234684,8133015,AnyConnect Plus Perpetual Lic Group,Supplier_AA79E5,2025-05-29,2025-05-28,-1,False
15235183,8017610,Poland HSE Training (2 People),Supplier_AF9C41,2025-05-28,2025-05-28,0,False
15231669,8020612,"Electrical Engineering Services (1.5 Day rate including electrical engineering, documentation and office)",Supplier_26C0AA,2025-04-04,2025-04-04,0,False
15235374,8133189,"Phoenix Contact PLC-OPT-5DC/24DC/2/ACT Series Solid-state interface relay, 6 V ac/dc control voltage, DIN rail mounted",Supplier_5680DD,2025-05-19,2025-05-22,3,True
15233905,8097976,"CISCO Catalyst 9300 48-Port, PoE+, Network Essentials",Supplier_AA79E5,2025-04-16,2025-04-16,0,False
15233905,8100614,"Cisco Firepower 1120 NGFW Appliance, 1U",Supplier_AA79E5,2025-04-16,2025-04-16,0,False
15233905,8113100,715W AC 80+ platinum Config 1 Power Supply Spare,Supplier_AA79E5,2025-04-16,2025-04-16,0,False
15233905,8113107,350W AC 80+ platinum Config 1 Secondary Power Supply,Supplier_AA79E5,2025-04-16,2025-04-16,0,False
15234682,8077975,"Mean Well SLIM DIN RAIL POWER SUPPLY
O/P: 24V, 0~10A",Supplier_5680DD,2025-05-07,2025-05-07,0,False
15234682,8096801,"MEAN WELL Din Rail Redundant Module Power Supply
O/P: 24VDC, 0~20A",Supplier_5680DD,2025-05-07,2025-05-07,0,False
15233383,8132522,"MIPP/AD/1L9P - Single fiber module with 6 LC OS2 duplex adapters blue, incl. 12 pigtails",Supplier_16ABF0,2025-04-22,2025-04-22,0,False
15232936,8107223,Midi monitored stainless steel weatherproof maglock 12/24Vdc,Supplier_8FCD76,2025-03-26,2025-03-25,-1,False
15232936,8107227,Green triple pole break glass,Supplier_8FCD76,2025-03-26,2025-03-25,-1,False
15232936,8107228,Resettable plastic element for KGG300SG,Supplier_8FCD76,2025-03-26,2025-03-25,-1,False
15232936,8107230,Green weatherproof double pole round break glass,Supplier_8FCD76,2025-03-26,2025-03-25,-1,False
15232936,8107231,Surface green dome stainless steel exit button,Supplier_8FCD76,2025-03-26,2025-03-25,-1,False
15232936,8107232,Surface green dome stainless steel weatherproof exit button,Supplier_8FCD76,2025-03-26,2025-03-25,-1,False
15232936,8107233,Protective cover for KGG300SG,Supplier_8FCD76,2025-03-26,2025-03-25,-1,False
15232936,8132257,Resettable plastic element for round w/proof break glass,Supplier_8FCD76,2025-03-26,2025-03-25,-1,False
15231196,8131404,Storz End Cap. C-52,Supplier_16ABF0,2025-03-03,2025-02-24,-7,False
15231188,8131398,"OEM 2.5"" Tray Caddy for Dell Servers Gen 14,15,16 DXD9H",Supplier_DCC12E,2025-02-26,2025-02-25,-1,False
15234351,8088009,"PHOENIX patch Panel FL-PP-RJ45-SCC / SC041, P/N: 2903532",Supplier_3B60CD,2025-05-02,2025-05-06,4,True
15233377,8064776,"Antenna Bracket LW 1 Inch, LW-SS-1""",Supplier_6F8465,2025-04-18,2025-04-15,-3,False
15233377,8092233,TNC Male Clamp CFD400 Jyebao Crimp Less Centre Pin,Supplier_6F8465,2025-04-18,2025-04-15,-3,False
15233377,8132511,GPS 4/5V PROCOM ANTENNE 1575MHz TNC conn,Supplier_6F8465,2025-04-18,2025-04-15,-3,False
15232939,8010868,Premium Support (5 cases/year/max 90 H),Supplier_96E3C4,2025-04-09,2025-04-09,0,False
15232939,8010868,Service Delivery Manager 15 H,Supplier_96E3C4,2025-04-09,2025-04-09,0,False
15232939,8010868,HSW SPRS Pay per Repair (Service Set-up),Supplier_96E3C4,2025-04-09,2025-04-09,0,False
