Order No,Part No,Part Description,Supplier Name,Promised Delivery Date,Actual Delivery Date,Delay (Days),Is Overdue
15231781,8131669,MULTI9 M9A OF BOTTOM WIRING 2-100MA AUX,Supplier_16ABF0,2025-03-12,2025-03-07,-5,False
15233825,8020612,Load Testing of Container,Supplier_9A83CA,2025-04-07,2025-04-07,0,False
15233828,8132714,"U-bolts / U-Shape DIN 3570 Stainless-Acid-Resistant A4 M10 Thread (Form 52) 1 1/2""",Supplier_2E0876,2025-04-08,2025-04-07,-1,False
15233828,8132715,Nut ISO 4032 Stainless-Acid-Resistant A4 M10,Supplier_2E0876,2025-04-08,2025-04-07,-1,False
15233828,8132716,Shield washer ISO 7093-1 Stainless-Acid-Resistant A4 HV 200 M10/10.5x30x2.5,Supplier_2E0876,2025-04-08,2025-04-07,-1,False
15232485,8120644,"Schneider Electric Auxiliary contact, Acti9 A9A, iOF, 1 C/O, 2mA to 100mA, 24VAC to 250VAC, 24VDC to 220VDC, top connection (A9A26915)",Supplier_16ABF0,2025-03-24,2025-03-24,0,False
15232485,8131114,MULTI9 M9A OF BOTTOM WIRING 2-100MA AUX TYPE: M9A26914,Supplier_16ABF0,2025-03-24,2025-03-24,0,False
15232381,8020560,"Rittal Blanking Plate DK, 19 Inch 3HE, H 132,5mm. 2 PCS/PKG",Supplier_894681,2025-03-25,2025-03-18,-7,False
15231890,8020612,SITE Prices 2024 for Vattenfall - Annual Software Support and Maintenance 1. April 2025 covering period until 31. March 2026,Supplier_AD6BD9,2025-03-31,2025-03-12,-19,False
15232570,8098360,Freight Charges PO for: PO15232521,Supplier_BD1D3D,2025-04-09,2025-04-09,0,False
15233263,8020612,Recertify 80 Liter Cylinders,Supplier_4E0B13,2025-04-02,2025-04-02,0,False
15232379,8098360,Freight cost for PO: 15231490,Supplier_BD1D3D,2025-04-09,2025-04-09,0,False
15234068,8004760,"Swagelok Tee, 18mm OD, SS316",Supplier_9D67C6,2025-04-18,2025-04-14,-4,False
15234068,8132801,STAINLESS REDUCER 10 MM - 18 MM OD,Supplier_9D67C6,2025-04-15,2025-04-14,-1,False
15234564,8088968,"U bolts/U hanger DIN 3575 stainless acidproof A4 M12 2 1/2""",Supplier_2E0876,2025-04-25,2025-04-24,-1,False
15234564,8102632,Nut M12 ISO 4032 Stainless-acid solid A4,Supplier_2E0876,2025-04-25,2025-04-24,-1,False
15234564,8132714,"U-bolts / U-Shape DIN 3570 Stainless-Acid-Resistant A4 M10 Thread (Form 52) 1 1/2""",Supplier_2E0876,2025-04-25,2025-04-24,-1,False
15234564,8132715,Nut ISO 4032 Stainless-Acid-Resistant A4 M10,Supplier_2E0876,2025-04-25,2025-04-24,-1,False
